Length; Algorithm; Container; microseconds
100000; Find; vector<int>; 496
200000; Find; vector<int>; 0
300000; Find; vector<int>; 0
400000; Find; vector<int>; 0
500000; Find; vector<int>; 0
600000; Find; vector<int>; 0
700000; Find; vector<int>; 497
800000; Find; vector<int>; 0
900000; Find; vector<int>; 0
1000000; Find; vector<int>; 0
